ID_BLOQUEO|ID_PRODUCTO|ID_CUSTOMER|ID_TIPO_BLOQUEO|DESC_TIPO_BLOQUEO|ESTADO_BLOQUEO|MONTO_BLOQUEO|FECHA_INICIO|FECHA_FIN|ID_PRODUCTO_GARANTIZADO
ACLK2528037019|9832905|1789836|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|600000.00|20251007||AA25169V6DWJ
ACLK2528037173|9840379|317423|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|129000.00|20251007||AA25240J04T4
ACLK2528037950|9764113|1664962|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528038067|9822496|1048478]267325|FALLECIDO|Fallecido|ACTIVO|7000.00|20251007||
ACLK2528016743|9809328|579208|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|50000.00|20251007||
ACLK2528027657|9807105|887371|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528027831|9837628|1230471|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA25078HP8DT
ACLK2528045292|9837399|2184365]2192441|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|4500000.00|20251007||
ACLK2528068085|9788787|2107254|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528097034|9760396|1147023|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528064642|9797862|813610]659922|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|4200.00|20251007||
ACLK2528051416|9829482|5652|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|112483.68|20251007||
ACLK2528054994|9859964|1302381|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|45000.00|20251007||
ACLK2528055005|9821203|30594|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|2500.00|20251007||
ACLK2528055888|9789216|892453|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|240000.00|20251007||AA251690BYB1
ACLK2528055913|9807409|1508089|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|30000.00|20251007||
ACLK2600109332|9866923|111734|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|12001.34|20260101||
ACLK2528038264|9744763|914085|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|63000.00|20251007||
ACLK2528014265|9808124|1508054|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528015843|9857644|7214|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|1200000.00|20251007||
ACLK2528028004|9800894|1694433|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|24000.00|20251007||
ACLK2528002805|9839863|12026|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|116650.00|20251007||
ACLK2528045203|9790227|401266|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|200000.00|20251007||AA241106JTG6
ACLK2528097000|9826793|1642584|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|85000.00|20251007||
ACLK2528056332|9800510|62125|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|3000000.00|20251007||
ACLK2528073025|9799590|1280488|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|40000.00|20251007||
ACLK2528703279|9806333|4763|CONSIGNACION.FONDOS|Consignacion Fondos Demanda Laboral|ACTIVO|10658.59|20251014||
ACLK2528805053|9737990|525138|EMBARGO.PARCIAL|Embargado Retentivo Parcial|ACTIVO|1000.00|20251015||
ACLK2600164981|9866498|4505|FALLECIDO|Fallecido|ACTIVO|17003.08|20260101||
ACLK2600205309|9866482|111643|||ACTIVO|1000.0|20260102||
ACLK2528034926|9859976|1523299|FALLECIDO|Fallecido|ACTIVO|58961.15|20251007||
ACLK2528035088|9788982|1512488|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|125000.00|20251007||
ACLK2528037379|9843544|572030|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|750000.00|20251007||AA23202M9XWK
ACLK2528038100|9822202|7789|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|640521.84|20251007||
ACLK2528038110|9808989|1330422|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|3300000.00|20251007||AA23314L5KCV
ACLK2528038208|9794559|2421691|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528038757|9861881|1229803|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528013980|9837284|1756022|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|20000.00|20251007||
ACLK2528016240|9788538|1113760|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528016708|9836094|238734|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528017036|9828200|512783|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528027637|9751776|571769|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528029107|9733218|999537|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|28000.00|20251007||
ACLK2528002602|9860011|1453566|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528051506|9845160|944565|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528073064|9720347|28346|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|200000.00|20251007||
ACLK2528100450|9843058|1351259]1179045|FALLECIDO|Fallecido|ACTIVO|2500000.00|20251008||
ACLK2528034583|9798195|1597845|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528034700|9803795|1052680]410245|OPOSICION|Oposición|ACTIVO|5000000.00|20251007||
ACLK2528037440|9824191|2331762|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528017056|9803257|1704559|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|12000.00|20251007||AA24201VNX2L
ACLK2528017081|9789106|1698309|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12000.00|20251007||
ACLK2528028183|9802143|678349|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|23000.00|20251007||
ACLK2528028675|9843450|700829|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528028932|9832344|1570900|FALLECIDO|Fallecido|ACTIVO|12937.83|20251007||
ACLK2528067969|9729287|1337865|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|12166.04|20251007||
ACLK2536502524|9866344|111646|FALLECIDO|Fallecido|ACTIVO|33012.37|20251231||
ACLK2528055060|9812946|18427|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|1127941.56|20251007||
ACLK2528055320|9789816|1358885|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528099975|9824037|79011]76635|FALLECIDO|Fallecido|ACTIVO|925.96|20251007||
ACLK2528035047|9730226|1466262|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|25000.00|20251007||
ACLK2528037846|9742202|1627106|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|300000.00|20251007||AA2411037K1R
ACLK2528038657|9728451|1387772|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|10000.00|20251007||
ACLK2528014084|9801962|1431501|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528014116|9807682|1816901|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|223000.00|20251007||AA25234DQJ8V
ACLK2528016865|9811134|528666|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|600000.00|20251007||AA251047MSKB
ACLK2528016917|9843087|2006380|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|600000.00|20251007||AA24110TB8D2
ACLK2528028127|9845164|1040168]1012254|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|50000.00|20251007||
ACLK2528002823|9820551|595974|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|63000.00|20251007||
ACLK2528002827|9827818|847448|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528045199|9807001|17784|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|2500000.00|20251007||
ACLK2528067980|9795425|1346471|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|15000000.00|20251007||AA251577MRK9
ACLK2528096913|9850787|2254344|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|3000000.00|20251007||AA25014XZHNX
ACLK2528051626|9765816|766940|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528072590|9800672|184712|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528072630|9801709|1709048|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|500000.00|20251007||
ACLK2528073081|9860069|2048778|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528073640|9837515|1205587|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528106935|9715908|511627|EMBARGO.PARCIAL|Embargado Retentivo Parcial|ACTIVO|1500000.00|20251008||
ACLK2528037035|9791338|1140346|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528037310|9841321|202149|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12000.00|20251007||
ACLK2528038587|9758240|670324|FALLECIDO|Fallecido|ACTIVO|1000000.00|20251007||
ACLK2528016939|9849954|2178266|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528028050|9816926|1213004|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|100000.00|20251007||
ACLK2528055692|9823739|732258|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|500000.00|20251007||AA25274NR28X
ACLK2528055832|9734922|1169|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2600100001|9866475|4573|GARANTIA.PIGNORADO|Garantia Valor TC y Prestamo|ACTIVO|3010.14|20260101||AA232295NDH9
ACLK2528037810|9849232|1355953|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528038200|9744081|517537]862076|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|600000.00|20251007||
ACLK2528038700|9807885|486761|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528014119|9799442|623583|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528027827|9742890|272161|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|9000000.00|20251007||
ACLK2528028114|9809267|1736018|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528044562|9843339|326120]648127|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|5000000.00|20251007||AA24201DSR1G
ACLK2528067960|9839479|2067572|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|8350.00|20251007||AA25069V48NM
ACLK2528064166|9857212|1468054|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528051609|9799461|228210|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|50000.00|20251007||
ACLK2528055073|9855217|2184688|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528055653|9845817|1158855]1208125|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|120000.00|20251007||
ACLK2528073004|9794525|1339638|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528099904|9761168|834760|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|100000.00|20251007||
ACLK2528099945|9824537|371112|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|230000.00|20251007||AA241976WTDX
ACLK2528813630|9709888|927455|EMBARGO.PARCIAL|Embargado Retentivo Parcial|ACTIVO|2000.00|20251015||
ACLK2528037585|9857178|877271|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528015613|9822964|1167412|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA242018CC57
ACLK2528015636|9749719|686257|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528016187|9792692|1352481|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528028738|9839477|676233|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|1000000.00|20251007||
ACLK2528044513|9766252|71255|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|3200000.00|20251007||AA2411000LQW
ACLK2528045188|9848182|624685|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528067916|9752617|568644|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528051559|9863163|2319166|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|500000.00|20251007||
ACLK2528055460|9782993|717996|OBSERVADO|Observado|ACTIVO|1000000.00|20251007||
ACLK2528056188|9830919|2440919|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|10000.00|20251007||AA25272DMZFC
ACLK2528072211|9751748|946808|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|288000.00|20251007||AA23202N875Z
ACLK2528072406|9843698|1227994|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|15000.00|20251007||
ACLK2528072665|9802036|1958391|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
